id,name,category,wikiLinks
y23znz,Galvanized Resupply Band,ring,https://remnant.wiki/Galvanized_Resupply_Band
4dstmt,Game Master's Pride,ring,https://remnant.wiki/Game_Master's_Pride
fg8su2,Generating Band,ring,https://remnant.wiki/Generating_Band
o7vaf6,Grounding Stone,ring,https://remnant.wiki/Grounding_Stone
yvo3jd,Guardian's Ring,ring,https://remnant.wiki/Guardian's_Ring
xG9CQJ,Gul Signet,ring,https://remnant.wiki/Gul_Signet
976r2x,Gunslinger's Ring,ring,https://remnant.wiki/Gunslinger's_Ring
f2ooga,Hardcore Metal Band,ring,https://remnant.wiki/Hardcore_Metal_Band
pvwud6,Hardened Coil,ring,https://remnant.wiki/Hardened_Coil
8azdr4,Haymaker's Ring,ring,https://remnant.wiki/Haymaker's_Ring
x74y2q,Heart of the Wolf,ring,https://remnant.wiki/Heart_Of_The_Wolf
y45ad6,Hex Ward,ring,https://remnant.wiki/Hex_Ward
9v791d,Impact Augment,ring,https://remnant.wiki/Impact_Augment
7EmKj6,Infinity Pocket,ring,https://remnant.wiki/Infinity_Pocket
sosywj,Jewel of the Beholden,ring,https://remnant.wiki/Jewel_of_the_Beholden
kpxowa,Kinetic Cycle Stone,ring,https://remnant.wiki/Kinetic_Cycle_Stone
dp4w2B,Kolket Eyelet,ring,https://remnant.wiki/Kolket_Eyelet
t5dv6X,Leaking Gemstone,ring,https://remnant.wiki/Leaking_Gemstone
t8u4k1,Lighthouse Keeper's Ring,ring,https://remnant.wiki/Lighthouse_Keeper's_Ring
hs5tok,Lithic Signet,ring,https://remnant.wiki/Lithic_Signet
sye1ay,Lodestone Ring,ring,https://remnant.wiki/Lodestone_Ring
l2dwy4,Low Yield Recovery Ring,ring,https://remnant.wiki/Low_Yield_Recovery_Ring
E7fQdZ,Mark of the Destroyer,ring,https://remnant.wiki/Mark_of_the_Destroyer
R3fM4y,Matriarch's Ring,ring,https://remnant.wiki/Matriarch's_Ring
ngue5b,Mechanic's Cog,ring,https://remnant.wiki/Mechanic's_Cog
o7byap,Metal Driver,ring,https://remnant.wiki/Metal_Driver
ayje99,Meteorite Shard Ring,ring,https://remnant.wiki/Meteorite_Shard_Ring
rtfwr5,Microcompressor,ring,https://remnant.wiki/Microcompressor
la9qe1,Momentum Driver,ring,https://remnant.wiki/Momentum_Driver
m8xta9,Mortal Coil,ring,https://remnant.wiki/Mortal_Coil
0sb21d,Nanofiber Strand,ring,https://remnant.wiki/Nanofiber_Strand
JuMRf8,Nightmare Sigil,ring,https://remnant.wiki/Nightmare_Sigil
p71mik,Offering Stone,ring,https://remnant.wiki/Offering_Stone
b195vq,Outcast Ring,ring,https://remnant.wiki/Outcast_Ring
6y14c4,Painless Obsidian,ring,https://remnant.wiki/Painless_Obsidian
eBxG7w,Pan War Band,ring,https://remnant.wiki/Pan_War_Band
gg6srx,Point Focus Ring,ring,https://remnant.wiki/Point_Focus_Ring
oavdxw,Power Complex,ring,https://remnant.wiki/Power_Complex
7i0yzu,Power Saver,ring,https://remnant.wiki/Power_Saver
0k8d0g,Probability Cord,ring,https://remnant.wiki/Probability_Cord
uydz9a,Propulsion Loop,ring,https://remnant.wiki/Propulsion_Loop
8i7o4p,Provisioner Ring,ring,https://remnant.wiki/Provisioner_Ring
7XdP4g,Rally Band,ring,https://remnant.wiki/Rally_Band
kqddup,Ravager's Bargain,ring,https://remnant.wiki/Ravager's_Bargain
kqdoup,Reaping Stone,ring,https://remnant.wiki/Reaping_Stone
9ng83z,Red Ring of Death,ring,https://remnant.wiki/Red_Ring_of_Death
48r4bl,Rerouting Cable,ring,https://remnant.wiki/Rerouting_Cable
ucm4yv,Reserve Boosting Gem,ring,https://remnant.wiki/Reserve_Boosting_Gem
eznhcv,Restriction Cord,ring,https://remnant.wiki/Restriction_Cord
1hx3g8,Ring of Ashes,ring,https://remnant.wiki/Ring_of_Ashes
d9mtz2,Ring of Bones,ring,https://remnant.wiki/Ring_of_Bones
378qz0,Ring of Crisis,ring,https://remnant.wiki/Ring_of_Crisis
ie648z,Ring of Deflection,ring,https://remnant.wiki/Ring_of_Deflection
ubqgie,Ring of Diversion,ring,https://remnant.wiki/Ring_of_Diversion
lx6all,Ring of Flawed Beauty,ring,https://remnant.wiki/Ring_of_Flawed_Beauty
ne83ro,Ring of Grace,ring,https://remnant.wiki/Ring_of_Grace
0yfahk,Ring of Infinite Damage,ring,https://remnant.wiki/Ring_of_Infinite_Damage
1gnt2c,Ring of Omens,ring,https://remnant.wiki/Ring_of_Omens
RDi2ad,Ring of Ordnance,ring,https://remnant.wiki/Ring_Of_Ordnance
r6xmgj,Ring of Phantom Pain,ring,https://remnant.wiki/Ring_Of_Phantom_Pain
3aryrr,Ring of Restocking,ring,https://remnant.wiki/Ring_of_Restocking
8ejbuu,Ring of Retribution,ring,https://remnant.wiki/Ring_of_Retribution
ic39X7,Ring of Spirits,ring,https://remnant.wiki/Ring_of_Spirits
aqo8pe,Ring of the Castaway,ring,https://remnant.wiki/Ring_of_the_Castaway
jbfxsb,Ring of the Damned,ring,https://remnant.wiki/Ring_of_the_Damned
wvtzrn,Ring of the Forest Spirit,ring,https://remnant.wiki/Ring_of_the_Forest_Spirit
qdxm42,Ring of the Robust,ring,https://remnant.wiki/Ring_Of_The_Robust
g61t33,Ring of the Vain,ring,https://remnant.wiki/Ring_of_the_Vain
lr4wxu,Rock of Anguish,ring,https://remnant.wiki/Rock_of_Anguish
hvhbv9,Rotward,ring,https://remnant.wiki/Rotward
i544v3,Rusted Heirloom,ring,https://remnant.wiki/Rusted_Heirloom
pl1g6b,Sagestone,ring,https://remnant.wiki/Sagestone
v65mav,Sapphire Dreamstone,ring,https://remnant.wiki/Sapphire_Dreamstone
pqd4vp,Seal of the Empress,ring,https://remnant.wiki/Seal_of_the_Empress
RA6NZn,Sealed Resin Loop,ring,https://remnant.wiki/Sealed_Resin_Loop
acmch3,Security Half-Measure,ring,https://remnant.wiki/Security_Half-Measure
8bhhzo,Shadow of Misery,ring,https://remnant.wiki/Shadow_of_Misery
ylif78,Shaed Stone,ring,https://remnant.wiki/Shaed_Stone
13vsn5,Shard Banded Ring,ring,https://remnant.wiki/Shard_Banded_Ring
fsh7tv,Shield Alternator,ring,https://remnant.wiki/Shield_Alternator
08cb3s,Shiny Hog Lure,ring,https://remnant.wiki/Shiny_Hog_Lure
cpxk1d,Singed Ring,ring,https://remnant.wiki/Singed_Ring
3nifjz,Siphon Filter,ring,https://remnant.wiki/Siphon_Filter
0e7ll0,Slayer's Crest,ring,https://remnant.wiki/Slayer's_Crest
8kotd5,Soul Feast,ring,https://remnant.wiki/Soul_Feast
8kotg5,Soul Guard,ring,https://remnant.wiki/Soul_Guard
ohlt19,Soul Link,ring,https://remnant.wiki/Soul_Link
uswo9w,Soul Shard,ring,https://remnant.wiki/Soul_Shard
LfHjW4,Spirit Alternator,ring,https://remnant.wiki/Spirit_Alternator
58hv43,Spirit Stone,ring,https://remnant.wiki/Spirit_Stone
0jnimt,Stockpile Charger,ring,https://remnant.wiki/Stockpile_Charger
c20p9b,Stone of Balance,ring,https://remnant.wiki/Stone_of_Balance
leuefm,Stone of Continuance,ring,https://remnant.wiki/Stone_of_Continuance
efdw51,Stone of Expanse,ring,https://remnant.wiki/Stone_of_Expanse
kx65km,Stone of Malevolence,ring,https://remnant.wiki/Stone_Of_Malevolence
zmj6n9,Stone of Revelation,ring,https://remnant.wiki/Stone_of_Revelation
c24g9g,Strand of Sinew,ring,https://remnant.wiki/Strand_of_Sinew
jq4dje,Stream Coupler,ring,https://remnant.wiki/Stream_Coupler
al5vs8,Subterfuge Link,ring,https://remnant.wiki/Subterfuge_Link
44my16,Suppression Ward,ring,https://remnant.wiki/Suppression_Ward
362ynf,Symbol of Royalty,ring,https://remnant.wiki/Symbol_of_Royalty
m2uqsh,Targeting Jewel,ring,https://remnant.wiki/Targeting_Jewel
w4xzfq,Tarnished Ring,ring,https://remnant.wiki/Tarnished_Ring
qv7e2g,Tear of Kaeula,ring,https://remnant.wiki/Tear_of_Kaeula
k90sex,Tear of Lydusa,ring,https://remnant.wiki/Tear_of_Lydusa
4bb4gf,Tempest Conduit,ring,https://remnant.wiki/Tempest_Conduit
6mopod,Thalos Eyelet,ring,https://remnant.wiki/Thalos_Eyelet
3pe83i,Tightly Wound Coil,ring,https://remnant.wiki/Tightly_Wound_Coil
3uggz9,Timekeeper's Jewel,ring,https://remnant.wiki/Timekeeper's_Jewel
qv7e2gx,Token of Favor,ring,https://remnant.wiki/Token_of_Favor
80psct,Tolerance Band,ring,https://remnant.wiki/Tolerance_Band
6mopou,Tomb Dweller's Ring,ring,https://remnant.wiki/Tomb_Dweller's_Ring
v1w5ba,Transient Cord,ring,https://remnant.wiki/Transient_Cord
hnkpp0,Vacuum Seal,ring,https://remnant.wiki/Vacuum_Seal
e6zmo5,Vestige of Power,ring,https://remnant.wiki/Vestige_of_Power
ekm1hx,Wax Sealed Ring,ring,https://remnant.wiki/Wax_Sealed_Ring
etgc4h,White Glass Bead,ring,https://remnant.wiki/White_Glass_Bead
irhphl,White Pawn Stamp,ring,https://remnant.wiki/White_Pawn_Stamp
tx475e,Wind Hollow Circlet,ring,https://remnant.wiki/Wind_Hollow_Circlet
0j6y53,Wired Inhibitor,ring,https://remnant.wiki/Wired_Inhibitor
uwq264,Wood Ring,ring,https://remnant.wiki/Wood_Ring
9kcrxa,Worn Admiral's Ring,ring,https://remnant.wiki/Worn_Admiral's_Ring
ukufrn,Zania's Malice,ring,https://remnant.wiki/Zania's_Malice
9fe9kj,Zohee's Ring,ring,https://remnant.wiki/Zohee's_Ring
8trtzh,Attack Dog,skill,https://remnant.wiki/Attack_Dog
xpqq62,Bulletstorm,skill,https://remnant.wiki/Bulletstorm
9w7c5j,Chaos Gate,skill,https://remnant.wiki/Chaos_Gate
ux5f9v,Deathwish,skill,https://remnant.wiki/Deathwish
tt4r61,Drone: Combat,skill,https://remnant.wiki/Drone_Combat
966uvg,Drone: Heal,skill,https://remnant.wiki/Drone_Heal
wqicx7,Drone: Shield,skill,https://remnant.wiki/Drone_Shield
amqa83,Eruption,skill,https://remnant.wiki/Eruption
dajt58,Fortune Hunter,skill,https://remnant.wiki/Fortune_Hunter
a2cik2,Gold Digger,skill,https://remnant.wiki/Gold_Digger
gpr2fw,Guard Dog,skill,https://remnant.wiki/Guard_Dog
y72au6,Havoc Form,skill,https://remnant.wiki/Havoc_Form
8pu6y2,Healing Shield,skill,https://remnant.wiki/Healing_Shield
6fk8ea,Heavy Weapon: Flamethrower,skill,https://remnant.wiki/Heavy_Weapon:_Flamethrower
ki92op,Heavy Weapon: Impact Cannon,skill,https://remnant.wiki/Heavy_Weapon:_Impact_Cannon
pgmn4v,Heavy Weapon: Vulcan,skill,https://remnant.wiki/Heavy_Weapon:_Vulcan
5jh6qr,Hunter's Focus,skill,https://remnant.wiki/Hunter's_Focus
jg82hi,Hunter's Mark,skill,https://remnant.wiki/Hunter's_Mark
ufkx9q,Hunter's Shroud,skill,https://remnant.wiki/Hunter's_Shroud
p7x9pq,Juggernaut,skill,https://remnant.wiki/Juggernaut
3er3og,Miasma,skill,https://remnant.wiki/Miasma
o7pvqx,Minion: Flyer,skill,https://remnant.wiki/Minion:_Flyer
kk4yre,Minion: Hollow,skill,https://remnant.wiki/Minion:_Hollow
gs8zdv,Minion: Reaver,skill,https://remnant.wiki/Minion:_Reaver
a585sp,Plainswalker,skill,https://remnant.wiki/Plainswalker
qdxjt7,Quick Draw,skill,https://remnant.wiki/Quick_Draw
wyw9r4,Rampage,skill,https://remnant.wiki/Rampage
i3ddi7,Reality Rune,skill,https://remnant.wiki/Reality_Rune
xx6sib,Reboot,skill,https://remnant.wiki/Reboot
zs77cb,Redemption,skill,https://remnant.wiki/Redemption
jn34u8,Sidewinder,skill,https://remnant.wiki/Sidewinder
jz6x2w,Support Dog,skill,https://remnant.wiki/Support_Dog
76554i,Vial: Elixir of Life,skill,https://remnant.wiki/Vial:_Elixir_of_Life
xsniv3,Vial: Frenzy Dust,skill,https://remnant.wiki/Vial:_Frenzy_Dust
y7ia9t,Vial: Stone Mist,skill,https://remnant.wiki/Vial:_Stone_Mist
hvcxo8,Void Cloak,skill,https://remnant.wiki/Void_Cloak
qnz5iw,War Stomp,skill,https://remnant.wiki/War_Stomp
h4B9dD,Way of Kaeula,skill,https://remnant.wiki/Way_of_Kaeula
T2xA6c,Way of Lydusa,skill,https://remnant.wiki/Way_of_Lydusa
7DnBmE,Way of Meidra,skill,https://remnant.wiki/Way_of_Meidra
7vtxrx,Wellspring,skill,https://remnant.wiki/Wellspring
y9oqq6,Worm Hole,skill,https://remnant.wiki/Worm_Hole
zk8f7a,Academic's Overcoat,torso,https://remnant.wiki/Academic's_Overcoat
h04d6v,Bandit Jacket,torso,https://remnant.wiki/Bandit_Jacket
batshi,Battle Shirt,torso,https://remnant.wiki/Battle_Shirt
trz2cm,Bruiser Bodyplate,torso,https://remnant.wiki/Bruiser_Bodyplate
hz7ddb,Crimson Guard Plate,torso,https://remnant.wiki/Crimson_Guard_Plate
w4emjx,Cultist Duster,torso,https://remnant.wiki/Cultist_Duster
uoddub,Dendroid Chest,torso,https://remnant.wiki/Dendroid_Chest
ddddub,Disciple Mantle,torso,https://remnant.wiki/Disciple_Mantle
zu64t4,Elder Raiment,torso,https://remnant.wiki/Elder_Raiment
0sm6sn,Fae Royal Bodyplate,torso,https://remnant.wiki/Fae_Royal_Bodyplate
m07a0z,Field Medic Overcoat,torso,https://remnant.wiki/Field_Medic_Overcoat
uszg5g,High Noon Duds,torso,https://remnant.wiki/High_Noon_Duds
n92z22,Knotted Cage,torso,https://remnant.wiki/Knotted_Cage
ivwkr5,Labyrinth Mantle,torso,https://remnant.wiki/Labyrinth_Mantle
y1xt79,Leto Mark 1 Armor,torso,https://remnant.wiki/Leto_Mark_1_Armor
ioksvz,Leto Mark II Armor,torso,https://remnant.wiki/Leto_Mark_II_Armor
4rt0f9,Nanoplated Vestments,torso,https://remnant.wiki/Nanoplated_Vestments
lqrdx5,Nightstalker Garb,torso,https://remnant.wiki/Nightstalker_Garb
smq21h,Phetyr Chassis,torso,https://remnant.wiki/Phetyr_Chasis
dd5s6k,Radiant Protector,torso,https://remnant.wiki/Radiant_Protector
2h9xgj,Realmwalker Tunic,torso,https://remnant.wiki/Realmwalker_Tunic
lude4p,Red Widow Raiment,torso,https://remnant.wiki/Red_Widow_Raiment
jwanjw,Space Worker Body,torso,https://remnant.wiki/Space_Worker_Body
jr8r1l,Survivor Overcoat,torso,https://remnant.wiki/Survivor_Overcoat
0c35xs,Technician Bodyplate,torso,https://remnant.wiki/Technician_Bodyplate
ldli1k,Trainer Clothes,torso,https://remnant.wiki/Trainer_Clothes
rmq9je,Void Carapace,torso,https://remnant.wiki/Void_Carapace
ym0mau,Zealot's Overcoat,torso,https://remnant.wiki/Zealot's_Overcoat
dj8zx4,Affliction,trait,https://remnant.wiki/Affliction
wu3w8t,Ammo Reserves,trait,https://remnant.wiki/Ammo_Reserves
pb5neu,Amplitude,trait,https://remnant.wiki/Amplitude
6o5ckl,Arcane Strike,trait,https://remnant.wiki/Arcane_Strike
2vgobq,Barkskin,trait,https://remnant.wiki/Barkskin
9c311c,Barrier,trait,https://remnant.wiki/Barrier
1ke6u2,Blood Bond,trait,https://remnant.wiki/Blood_Bond
yvttbq,Bloodstream,trait,https://remnant.wiki/Bloodstream
k8sebP,Chakra,trait,https://remnant.wiki/Chakra
mjkf4t,Dark Pact,trait,https://remnant.wiki/Dark_Pact
wgzz0q,Endurance,trait,https://remnant.wiki/Endurance
6kxk5x,Expertise,trait,https://remnant.wiki/Expertise
qcvmt0,Fitness,trait,https://remnant.wiki/Fitness
m6i4dl,Flash Caster,trait,https://remnant.wiki/Flash_Caster
ay1dkh,Footwork,trait,https://remnant.wiki/Footwork
osj7se,Fortify,trait,https://remnant.wiki/Fortify
c9af3B,Gifted,trait,https://remnant.wiki/Gifted
cvsois,Glutton,trait,https://remnant.wiki/Glutton
8baa52,Handling,trait,https://remnant.wiki/Handling
3kbtu8,Insight,trait,https://remnant.wiki/Insight
vn3gsg,Kinship,trait,https://remnant.wiki/Kinship
o6mx3t,Leech,trait,https://remnant.wiki/Leech
157qcj,Longshot,trait,https://remnant.wiki/Longshot
7pxnhi,Perception,trait,https://remnant.wiki/Perception
v1uiyd,Potency,trait,https://remnant.wiki/Potency
gq7w6z,Preservation,trait,https://remnant.wiki/Preservation
7z3ejv,Recovery,trait,https://remnant.wiki/Recovery
ysp1wu,Regrowth,trait,https://remnant.wiki/Regrowth
7z3ejd,Resolute,trait,https://remnant.wiki/Resolute
a4idgl,Revivalist,trait,https://remnant.wiki/Revivalist
ykxzf1,Rugged,trait,https://remnant.wiki/Rugged
6j7cn1,Scholar,trait,https://remnant.wiki/Scholar
jk0ot9,Shadeskin,trait,https://remnant.wiki/Shadeskin
x9umnf,Siphoner,trait,https://remnant.wiki/Siphoner
p4b2v6,Spirit,trait,https://remnant.wiki/Spirit
sd2hry,Strong Back,trait,https://remnant.wiki/Strong_Back
3ochlm,Swiftness,trait,https://remnant.wiki/Swiftness
pbak5a,Triage,trait,https://remnant.wiki/Triage
pkmmg6,Untouchable,trait,https://remnant.wiki/Untouchable
o6mx2t,Vigor,trait,https://remnant.wiki/Vigor
va7cfd,"AS-10 ""Bulldog""",weapon,"https://remnant.wiki/AS-10_""Bulldog"""
sd4nzf,Abyssal Hook,weapon,https://remnant.wiki/Abyssal_Hook
1ub6k9,Alpha / Omega,weapon,https://remnant.wiki/Alpha_/_Omega
r2o474,Anguish,weapon,https://remnant.wiki/Anguish
3wprfw,Aphelion,weapon,https://remnant.wiki/Aphelion
bv9wps,Assassin's Dagger,weapon,https://remnant.wiki/Assassin's_Dagger
lrk5hf,Atom Smasher,weapon,https://remnant.wiki/Atom_Smasher
e7c88o,Atom Splitter,weapon,https://remnant.wiki/Atom_Splitter
71k6w5,Black Greatsword,weapon,https://remnant.wiki/Black_Greatsword
phh1xe,Blackmaw AR-47,weapon,https://remnant.wiki/Blackmaw_AR-47
nxfxlp,Blade of Gul,weapon,https://remnant.wiki/Blade_of_Gul
d388ma,Bolt Driver,weapon,https://remnant.wiki/Bolt_Driver
e6y7fy,Bone Chopper,weapon,https://remnant.wiki/Bone_Chopper
59oddb,Chicago Typewriter,weapon,https://remnant.wiki/Chicago_Typewriter
i0hvy8,Coach Gun,weapon,https://remnant.wiki/Coach_Gun
w85ya8,Corrupted Aphelion,weapon,https://remnant.wiki/Corrupted_Aphelion
Gkemt8,Corrupted Arbalest,weapon,https://remnant.wiki/Corrupted_Arbalest
mSSxW6,Corrupted Cube Gun,weapon,https://remnant.wiki/Corrupted_Cube_Gun
k9w4yh,Corrupted Deceit,weapon,https://remnant.wiki/Corrupted_Deceit
8i85za,Corrupted Merciless,weapon,https://remnant.wiki/Corrupted_Merciless
yw1btj,Corrupted Meridian,weapon,https://remnant.wiki/Corrupted_Meridian
8u8j4G,Corrupted Nebula,weapon,https://remnant.wiki/Corrupted_Nebula
id5pbt,Corrupted Rune Pistol,weapon,https://remnant.wiki/Corrupted_Rune_Pistol
W6n2mT,Corrupted Savior,weapon,https://remnant.wiki/Corrupted_Savior
zrP64k,Corrupted Sorrow,weapon,https://remnant.wiki/Corrupted_Sorrow
p7wc7k,Crescent Moon,weapon,https://remnant.wiki/Crescent_Moon
x94ze2,Crossbow,weapon,https://remnant.wiki/Crossbow
CMo9vJ,Crystal Staff,weapon,https://remnant.wiki/Crystal_Staff
zn3boo,Cube Gun,weapon,https://remnant.wiki/Cube_Gun
p1o9av,Dark Matter Gauntlets,weapon,https://remnant.wiki/Dark_Matter_Gauntlets
y1a0bu,Decayed Claws,weapon,https://remnant.wiki/Decayed_Claws
hlmpjl,Deceit,weapon,https://remnant.wiki/Deceit
ztz84h,Double Barrel,weapon,https://remnant.wiki/Double_Barrel
3sxr9y,Dreamcatcher,weapon,https://remnant.wiki/Dreamcatcher
6c7rqm,Edge of the Forest,weapon,https://remnant.wiki/Edge_of_the_Forest
d06hjq,Enigma,weapon,https://remnant.wiki/Enigma
umb305,Feral Judgement,weapon,https://remnant.wiki/Feral_Judgement
8n3e07,Ford's Scattergun,weapon,https://remnant.wiki/Ford's_Scattergun
c58759,Gas Giant,weapon,https://remnant.wiki/Gas_Giant
okmk07,Genesis,weapon,https://remnant.wiki/Genesis
a23oaa,Godsplitter,weapon,https://remnant.wiki/Godsplitter
5xx5zt,Harvester Scythe,weapon,https://remnant.wiki/Harvester_Scythe
797iqq,Hellfire,weapon,https://remnant.wiki/Hellfire
5o3cq4,Hero's Sword,weapon,https://remnant.wiki/Hero's_Sword
cda7lb,Huntmaster M1,weapon,https://remnant.wiki/Huntmaster_M1
0jefkc,Huntress Spear,weapon,https://remnant.wiki/Huntress_Spear
5wy88e,Iron Greatsword,weapon,https://remnant.wiki/Iron_Greatsword
as4bt4,Knuckle Dusters,weapon,https://remnant.wiki/Knuckle_Dusters
5gl3la,Krell Axe,weapon,https://remnant.wiki/Krell_Axe
gts5dh,Labyrinth Staff,weapon,https://remnant.wiki/Labyrinth_Staff
ty2gsi,MP60-R,weapon,https://remnant.wiki/MP60-R
g3esv1,Merciless,weapon,https://remnant.wiki/Merciless
1ziutf,Meridian,weapon,https://remnant.wiki/Meridian
6j7c6k,Mirage,weapon,https://remnant.wiki/Mirage
76622z,Monarch,weapon,https://remnant.wiki/Monarch
WjE2nZ,Monolith,weapon,https://remnant.wiki/Monolith
oz9amG,Monorail,weapon,https://remnant.wiki/Monorail
p7tsxr,Nebula,weapon,https://remnant.wiki/Nebula
2fdvrf,Nightfall,weapon,https://remnant.wiki/Nightfall
6j7czk,Nightshade,weapon,https://remnant.wiki/Nightshade
0wto7p,Ornate Blade,weapon,https://remnant.wiki/Ornate_Blade
pwuhho,Ornate Flail,weapon,https://remnant.wiki/Ornate_Flail
7nwwzn,Plasma Cutter,weapon,https://remnant.wiki/Plasma_Cutter
polgun,Polygun,weapon,https://remnant.wiki/Polygun
vldebv,Pulse Rifle,weapon,https://remnant.wiki/Pulse_Rifle
qy94qr,Rebellion Spear,weapon,https://remnant.wiki/Rebellion_Spear
oazjm0,Red Doe Staff,weapon,https://remnant.wiki/Red_Doe_Staff
0kob6g,Redeemer,weapon,https://remnant.wiki/Redeemer
5go8dn,Repair Tool,weapon,https://remnant.wiki/Repair_Tool
pbtmmj,Repeater Pistol,weapon,https://remnant.wiki/Repeater_Pistol
v6zmn3,Repulsor,weapon,https://remnant.wiki/Repulsor
7hoogs,Ritualist Scythe,weapon,https://remnant.wiki/Ritualist_Scythe
wogdou,Royal Broadsword,weapon,https://remnant.wiki/Royal_Broadsword
8ouocq,Royal Hunting Bow,weapon,https://remnant.wiki/Royal_Hunting_Bow
2pblgq,Rune Pistol,weapon,https://remnant.wiki/Rune_Pistol
xzlpao,Rupture Cannon,weapon,https://remnant.wiki/Rupture_Cannon
6odjqi,Rusted Claws,weapon,https://remnant.wiki/Rusted_Claws
gv6yzu,Rusty Lever Action,weapon,https://remnant.wiki/Rusty_Lever_Action
t412us,Rusty Repeater,weapon,https://remnant.wiki/Rusty_Repeater
t0cb8d,Sagittarius,weapon,https://remnant.wiki/Sagittarius
2jrbvl,Savior,weapon,https://remnant.wiki/Savior
a88cg7,Scrap Hammer,weapon,https://remnant.wiki/Scrap_Hammer
wtj6mq,Scrap Hatchet,weapon,https://remnant.wiki/Scrap_Hatchet
fp5yi4,Scrap Staff,weapon,https://remnant.wiki/Scrap_Staff
g34ywl,Service Pistol,weapon,https://remnant.wiki/Service_Pistol
vpEWS5,Shovel,weapon,https://remnant.wiki/Shovel
46cwa6,Silverback Model 500,weapon,https://remnant.wiki/Silverback_Model_500
d0usz6,Smolder,weapon,https://remnant.wiki/Smolder
u2z8i3,Sorrow,weapon,https://remnant.wiki/Sorrow
3r9jm7,Sparkfire Shotgun,weapon,https://remnant.wiki/Sparkfire_Shotgun
l3zte1,Spectral Blade,weapon,https://remnant.wiki/Spectral_Blade
q3fgj2,Sporebloom,weapon,https://remnant.wiki/Sporebloom
tldnuq,Star Shot,weapon,https://remnant.wiki/Star_Shot
hzmyu1,Starkiller,weapon,https://remnant.wiki/Starkiller
ji6tpl,Steel Flail,weapon,https://remnant.wiki/Steel_Flail
0cnwdx,Steel Katana,weapon,https://remnant.wiki/Steel_Katana
2po1q8,Steel Scythe,weapon,https://remnant.wiki/Steel_Scythe
vbzlfk,Steel Spear,weapon,https://remnant.wiki/Steel_Spear
zsb5g1,Steel Sword,weapon,https://remnant.wiki/Steel_Sword
b4g4q0,Stonebreaker,weapon,https://remnant.wiki/Stonebreaker
50i9nj,Sureshot,weapon,https://remnant.wiki/Sureshot
xj5syj,Tech 22,weapon,https://remnant.wiki/Tech_22
13hsqd,Thorn,weapon,https://remnant.wiki/Thorn
13hsq6,Trinity Crossbow,weapon,https://remnant.wiki/Trinity_Crossbow
13hsq0,Twisted Arbalest,weapon,https://remnant.wiki/Twisted_Arbalest
ygwrpd,Vice Grips,weapon,https://remnant.wiki/Vice_Grips
hk5uls,Western Classic,weapon,https://remnant.wiki/Western_Classic
fqdvas,Widowmaker,weapon,https://remnant.wiki/Widowmaker
gilcfn,World's Edge,weapon,https://remnant.wiki/World's_Edge
5aninv,Wrangler 1860,weapon,https://remnant.wiki/Wrangler_1860
mq5fnr,Wrathbringer,weapon,https://remnant.wiki/Wrathbringer
rbpz53,"XMG57 ""Bonesaw""",weapon,"https://remnant.wiki/XMG57_""Bonesaw"""
